2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
6.205705,5.720621,12.102039,3.091276,1.6115284,-0.29385817,7.743931,8.205365,5.802991,9.449913,8.5962715
5.409715,7.8854966,8.430831,5.2235484,1.1843827,4.5000877,5.372334,4.898496,9.048174,6.740745,9.865121
7.4541373,5.688358,11.35689,3.1013408,3.4968708,5.783149,8.099572,6.930309,9.06982,7.77165,6.0504074
7.125405,4.3808174,9.653883,4.8925233,3.393612,5.13546,5.727286,8.696769,8.044415,6.3277407,9.155433
6.59536,7.2001886,11.231941,6.1519,1.5070316,2.3462067,7.1222467,9.395703,6.5871735,6.9522343,6.4562654
7.743359,5.4160233,10.039824,5.434317,1.272202,2.008758,5.1117234,10.350232,7.881297,9.090378,9.345786
6.667138,5.87728,8.057894,2.881033,4.187672,1.2008195,6.2732577,9.706174,5.3818064,10.306675,9.257577
6.7858443,6.4974594,9.171568,4.3004184,3.413933,2.9351652,6.323144,6.7984624,6.883996,7.114362,7.653743
7.314453,4.9450803,9.735159,4.7081833,0.673674,0.96560496,8.593007,7.6363306,9.068601,9.867142,11.989611
5.8747373,6.430579,8.241568,3.8722436,1.7739098,3.0544243,4.0003586,7.334296,8.988183,9.019035,5.662679
6.3523645,6.1403546,6.510818,4.787254,1.9404094,0.8735483,7.3576307,5.598068,9.02443,10.424633,11.037796
6.0689797,5.352108,9.343211,2.7849634,2.1013741,5.644409,8.3840065,4.1607046,3.0754092,9.411986,9.320154
6.349276,7.315189,7.718611,4.5392632,3.4778643,5.1627746,3.6161094,9.406441,7.018866,9.552657,8.871628
4.2773643,6.838629,10.63154,4.5805173,-0.09934682,7.964678,6.945137,8.4137745,8.419078,11.935045,6.457058
7.2764997,7.80708,11.939583,2.9517167,-0.18340763,4.8180985,6.9860945,7.6440463,8.611699,7.914204,10.416814
4.9897685,4.4100246,9.106546,5.4369473,-0.31802252,3.597079,0.9647804,6.3576193,8.06341,8.255758,11.007225
6.0562253,8.390436,11.320661,5.5462694,-0.7617644,5.495324,5.3461413,7.1127987,5.4344673,9.397179,9.996051
6.983492,5.125839,10.734481,1.8379841,1.5933638,6.573232,4.9173326,7.922376,6.8914757,10.705385,7.4955635
