Year,Month,yt,time_series1.nina1,time_series2.z500_std,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov
2019,4,0,25.83,-0.44,0,0,0,1,0,0,0,0,0,0,0
2019,5,0,24.61,0.35,0,0,0,0,1,0,0,0,0,0,0
2019,6,0,22.78,0.22,0,0,0,0,0,1,0,0,0,0,0
2019,7,1,21.27,1.29,0,0,0,0,0,0,1,0,0,0,0
2019,8,1,20.24,0.61,0,0,0,0,0,0,0,1,0,0,0
2019,9,3,20.01,0.98,0,0,0,0,0,0,0,0,1,0,0
2019,10,1,20.27,0.92,0,0,0,0,0,0,0,0,0,1,0
2019,11,0,21.55,1.6,0,0,0,0,0,0,0,0,0,0,1
2019,12,0,22.77,1.03,0,0,0,0,0,0,0,0,0,0,0
2020,1,0,24.2,1.15,1,0,0,0,0,0,0,0,0,0,0
2020,2,0,26.12,1.12,0,1,0,0,0,0,0,0,0,0,0
2020,3,0,26.43,1.53,0,0,1,0,0,0,0,0,0,0,0
2020,4,0,25.81,1.78,0,0,0,1,0,0,0,0,0,0,0
2020,5,0,24.28,1.24,0,0,0,0,1,0,0,0,0,0,0
2020,6,0,22.43,2.24,0,0,0,0,0,1,0,0,0,0,0
2020,7,2,20.68,1.29,0,0,0,0,0,0,1,0,0,0,0
2020,8,2,19.96,1.67,0,0,0,0,0,0,0,1,0,0,0
2020,9,4,19.5,1.75,0,0,0,0,0,0,0,0,1,0,0
2020,10,4,20.42,0.36,0,0,0,0,0,0,0,0,0,1,0
2020,11,2,21.07,1.42,0,0,0,0,0,0,0,0,0,0,1
2020,12,0,22.21,1.91,0,0,0,0,0,0,0,0,0,0,0
2021,1,0,23.68,2.37,1,0,0,0,0,0,0,0,0,0,0
2021,2,0,25.24,2.96,0,1,0,0,0,0,0,0,0,0,0
2021,3,0,25.74,2.39,0,0,1,0,0,0,0,0,0,0,0
2021,4,0,24.59,1.55,0,0,0,1,0,0,0,0,0,0,0
2021,5,0,23.63,2.54,0,0,0,0,1,0,0,0,0,0,0
2021,6,0,22.75,1.5,0,0,0,0,0,1,0,0,0,0,0
2021,7,1,21.75,1.94,0,0,0,0,0,0,1,0,0,0,0
2021,8,3,20.71,2.47,0,0,0,0,0,0,0,1,0,0,0
2021,9,3,20.02,1.69,0,0,0,0,0,0,0,0,1,0,0
2021,10,0,20.15,1.39,0,0,0,0,0,0,0,0,0,1,0
2021,11,0,20.53,1.6,0,0,0,0,0,0,0,0,0,0,1
2021,12,0,21.12,1.26,0,0,0,0,0,0,0,0,0,0,0
2022,1,0,23.46,1.09,1,0,0,0,0,0,0,0,0,0,0
2022,2,0,24.52,0.59,0,1,0,0,0,0,0,0,0,0,0
2022,3,0,25.73,0.17,0,0,1,0,0,0,0,0,0,0,0
2022,4,0,24.14,-0.11,0,0,0,1,0,0,0,0,0,0,0
2022,5,0,22.76,1.48,0,0,0,0,1,0,0,0,0,0,0
2022,6,0,21.63,0.34,0,0,0,0,0,1,0,0,0,0,0
2022,7,0,20.76,1.65,0,0,0,0,0,0,1,0,0,0,0
2022,8,0,20.41,1.49,0,0,0,0,0,0,0,1,0,0,0
2022,9,4,19.71,1.43,0,0,0,0,0,0,0,0,1,0,0
2022,10,1,19.23,1.87,0,0,0,0,0,0,0,0,0,1,0
2022,11,3,20.52,1.51,0,0,0,0,0,0,0,0,0,0,1
2022,12,0,22.35,1.56,0,0,0,0,0,0,0,0,0,0,0
